,loss,custom_mean_iou,f1-score,val_loss,val_custom_mean_iou,val_f1-score
0,0.6757826750511569,0.3521523177623749,0.32615926861763,0.9795512812478202,0.01049493346363306,0.0204487182199955
1,0.518880666174092,0.45757564902305603,0.48061779141426086,0.8396240983690534,0.10116543620824814,0.1603759080171585
2,0.4118929245638976,0.5242248177528381,0.5887001752853394,0.7990802611623492,0.13955484330654144,0.2009197324514389
3,0.35830490303737,0.552560031414032,0.6421188712120056,0.8031371235847473,0.13405515253543854,0.1968628615140915
4,0.3381663679250669,0.5681648850440979,0.6622109413146973,0.6457313810076032,0.3375154733657837,0.3542686402797699
5,0.30514395994071875,0.5988445281982422,0.6950204968452454,0.6629563910620553,0.3142101466655731,0.3370436131954193
6,0.28448321376056096,0.6158918738365173,0.7154951095581055,0.6524941154888698,0.3204212486743927,0.3475058674812317
7,0.25953917539147253,0.6403416991233826,0.7405624389648438,0.6577131152153015,0.2960330545902252,0.3422868847846985
8,0.241953530570376,0.6585404872894287,0.7583417892456055,0.6457605702536446,0.3136834502220154,0.35423943400382996
9,0.23174912953395124,0.6676575541496277,0.7682538032531738,0.532157131603786,0.4188864231109619,0.46784284710884094
10,0.2095759568350236,0.6934580206871033,0.7901827692985535,0.47027177470070974,0.4513629972934723,0.5297282338142395
11,0.20167786057312917,0.7031805515289307,0.7983586192131042,0.35142804043633596,0.5706275105476379,0.6485719680786133
12,0.1876200638981027,0.7186722755432129,0.8122095465660095,0.30860200950077604,0.5995689630508423,0.6913979649543762
13,0.17865084408796045,0.7320594191551208,0.8209391236305237,0.2695448654038565,0.6457754969596863,0.7304551005363464
14,0.18175998034157875,0.7258920073509216,0.8182708621025085,0.2662771599633353,0.6341244578361511,0.7337228655815125
15,0.1678171437735554,0.7449961304664612,0.8318747282028198,0.21933133261544363,0.6944870948791504,0.7806686162948608
16,0.15275639754428233,0.7628139853477478,0.8468528985977173,0.18539091518947057,0.7279101014137268,0.8146091103553772
17,0.13873070547266866,0.7814989686012268,0.8610166907310486,0.19216438702174596,0.7214193344116211,0.8078356385231018
18,0.13401658476270834,0.7885541915893555,0.8659263253211975,0.18391116176332747,0.7295990586280823,0.816088855266571
19,0.1298839621492493,0.792607307434082,0.8698604106903076,0.15156632661819458,0.7676084041595459,0.848433792591095
20,0.12410263560018327,0.8009395599365234,0.8758178353309631,0.164559006690979,0.7475045323371887,0.835440993309021
21,0.11239526228688147,0.8171236515045166,0.887488067150116,0.16057334627423966,0.7559013366699219,0.8394266366958618
22,0.10904742140692872,0.8224704265594482,0.8908491134643555,0.13415653364998953,0.7887490391731262,0.8658434748649597
23,0.10522644959384428,0.827620804309845,0.8947288393974304,0.14494918073926652,0.7725030779838562,0.8550508618354797
24,0.10244206936199726,0.8318259716033936,0.8974087238311768,0.1294597557612828,0.7937203049659729,0.870540201663971
25,0.10195074130059023,0.8325343132019043,0.8980134725570679,0.14202472141810826,0.7748802304267883,0.8579753041267395
26,0.09988823939140619,0.8350217342376709,0.8999572992324829,0.18576535156794957,0.721703052520752,0.8142346739768982
27,0.09718186539627205,0.839836835861206,0.9028762578964233,0.14151260682514735,0.7794449329376221,0.8584874272346497
28,0.0990068494952395,0.8358197808265686,0.9007502198219299,0.11921587160655431,0.8085389137268066,0.8807841539382935
29,0.08913662201446051,0.8511412739753723,0.9107956290245056,0.13793374810900008,0.7811247706413269,0.8620662689208984
30,0.08507265546305351,0.8573310971260071,0.9149441123008728,0.13404199055262975,0.7850005030632019,0.865958034992218
31,0.0829716510181706,0.8600964546203613,0.9169802665710449,0.11876395770481654,0.8075925707817078,0.8812360763549805
32,0.0830411087833431,0.8601910471916199,0.9169366359710693,0.11910889829908099,0.8071686625480652,0.8808911442756653
33,0.08359191181845074,0.8592772483825684,0.9163689613342285,0.11660702739443098,0.8129636645317078,0.8833929896354675
34,0.07892645859920217,0.8662087321281433,0.9211378693580627,0.10498591831752233,0.8276314735412598,0.8950139880180359
35,0.07628884179671055,0.8706561923027039,0.9236714839935303,0.10271044288362775,0.8307474255561829,0.8972895741462708
36,0.07738555156789989,0.8683903217315674,0.9226904511451721,0.12347800391060966,0.8003866672515869,0.8765220642089844
37,0.0740256078707612,0.8737203478813171,0.9260133504867554,0.1111730762890407,0.8189565539360046,0.8888269066810608
38,0.0711410569630741,0.8780515193939209,0.9288787245750427,0.09510906253542219,0.8415477275848389,0.9048909544944763
39,0.07014172044141738,0.8799527287483215,0.9299191236495972,0.10723705802645002,0.8232870101928711,0.8927628397941589
40,0.06947283716363298,0.8810177445411682,0.9305287599563599,0.0977161271231515,0.8365244269371033,0.9022839665412903
41,0.06788743097475623,0.8835307955741882,0.9320932030677795,0.10080790519714355,0.8316466212272644,0.8991920351982117
42,0.06621164395498991,0.885944128036499,0.93387371301651,0.09414503404072352,0.8433454632759094,0.9058550000190735
43,0.0689561204601931,0.8816772103309631,0.9310940504074097,0.12041913611548287,0.805128276348114,0.8795809149742126
44,0.06939890404863483,0.8806710243225098,0.9306469559669495,0.09601414203643799,0.8399342894554138,0.9039859175682068
45,0.06541379930607809,0.8871968388557434,0.9345465302467346,0.09261820146015712,0.8450059294700623,0.9073818325996399
46,0.0680835947704095,0.8826372027397156,0.931965708732605,0.09039908647537231,0.8475373387336731,0.9096009135246277
47,0.06642496053579681,0.8851523399353027,0.9336230158805847,0.09513788563864571,0.8410199284553528,0.904862105846405
48,0.06170273744848896,0.8931273818016052,0.9382835030555725,0.09010071413857597,0.8480183482170105,0.9098992347717285
49,0.060858991258047106,0.8943426609039307,0.9391934871673584,0.10745916196278163,0.8238556981086731,0.8925408124923706
