,loss,custom_mean_iou,f1-score,val_loss,val_custom_mean_iou,val_f1-score
0,0.7894139271580948,0.28460147976875305,0.2796328663825989,0.9946602072034564,0.0053236293606460094,0.010511335916817188
1,0.6483548537552731,0.47388553619384766,0.42474108934402466,0.9949179802622113,0.005053952801972628,0.010018346831202507
2,0.5350280108879197,0.5510091781616211,0.5610493421554565,0.9891120195388794,0.010923322290182114,0.021401626989245415
3,0.43127692893803493,0.6137822270393372,0.6753404140472412,0.8759048325674874,0.1331052929162979,0.18624508380889893
4,0.35755000971023393,0.6651785969734192,0.7479923963546753,0.7739522882870266,0.23345352709293365,0.2836654484272003
5,0.307965653122596,0.7064605355262756,0.7921361327171326,0.7439374157360622,0.2594396471977234,0.30891090631484985
6,0.2844229610461109,0.7256994843482971,0.8126482963562012,0.647579516683306,0.3635721206665039,0.41669967770576477
7,0.2537841184896493,0.7556198239326477,0.8378927707672119,0.5331184097698757,0.47469258308410645,0.5582993626594543
8,0.24502595556232165,0.7621992230415344,0.8441758155822754,0.5193922349384853,0.48240843415260315,0.5784364938735962
9,0.22925830341922412,0.7768082618713379,0.8572880625724792,0.559741633278983,0.44943711161613464,0.5274738073348999
10,0.21245087551995642,0.7939929366111755,0.8692918419837952,0.598789998463222,0.3992680609226227,0.46160969138145447
11,0.19928333172633214,0.8065824508666992,0.8793902397155762,0.59727942943573,0.40221866965293884,0.4565121829509735
12,0.19574312837618701,0.809033215045929,0.882174551486969,0.5790996381214687,0.4179314076900482,0.4881746470928192
13,0.1851622681572752,0.8197159767150879,0.8892855048179626,0.6403634548187256,0.35910317301750183,0.3899122178554535
14,0.1736240474589216,0.8308038711547852,0.8971392512321472,0.6509521177836827,0.34811869263648987,0.3728901743888855
15,0.17190154951136066,0.8324799537658691,0.8984107971191406,0.6133939879281181,0.38535821437835693,0.43226638436317444
16,0.17489540961178593,0.8287925124168396,0.896090030670166,0.6106792858668736,0.3873988389968872,0.4389092028141022
17,0.1577011893661517,0.8465943336486816,0.9082825779914856,0.6100309065410069,0.38927361369132996,0.43608495593070984
18,0.1534668908647771,0.8506994247436523,0.9109183549880981,0.6123582465308053,0.38675257563591003,0.4337720274925232
19,0.14582544977559983,0.8582615852355957,0.9162381291389465,0.6331681864602225,0.3656347095966339,0.4060378670692444
20,0.14625732891214718,0.8575559258460999,0.9158727526664734,0.6061531475612095,0.39233067631721497,0.45028218626976013
21,0.13667627555206888,0.8672850728034973,0.9221621751785278,0.5584052119936261,0.4399864971637726,0.522219717502594
22,0.13047533918101833,0.8732571601867676,0.9260269999504089,0.5854076317378453,0.4127921760082245,0.4811382293701172
23,0.12901544181993171,0.8743039965629578,0.9271489381790161,0.5340467861720494,0.46464312076568604,0.5547628998756409
24,0.1272175539776964,0.875986635684967,0.9281820058822632,0.4982125929423741,0.5018050670623779,0.6004165410995483
25,0.1233394613149781,0.8800596594810486,0.9306790232658386,0.4634505254881723,0.5364173054695129,0.6436041593551636
26,0.12304073403466423,0.88031005859375,0.9308761954307556,0.4286308118275234,0.5730695128440857,0.6815863251686096
27,0.11867553356496043,0.8842189311981201,0.9335899949073792,0.3636170540537153,0.6409504413604736,0.7467085123062134
