,loss,custom_mean_iou,f1-score,val_loss,val_custom_mean_iou,val_f1-score
0,1.1263981758450092,0.321794718503952,0.2909623086452484,2.747894875208537,0.18021763861179352,0.23461906611919403
1,0.6947710702062619,0.4459923803806305,0.43984439969062805,0.963459845383962,0.37706008553504944,0.35858336091041565
2,0.633103460622519,0.4530194103717804,0.4978022575378418,0.7286554495493571,0.4277774393558502,0.42164769768714905
3,0.6176674402454098,0.46080514788627625,0.5164453387260437,1.0065409342447917,0.32625892758369446,0.2962975800037384
4,0.6055637779882399,0.4708327353000641,0.5323019027709961,0.7603664716084798,0.3252779543399811,0.3327045738697052
5,0.6108799824050533,0.46215423941612244,0.5257101655006409,0.7676448345184326,0.3252779543399811,0.33138948678970337
6,0.603171299289234,0.4667094945907593,0.5356459021568298,0.7763152639071147,0.3252779543399811,0.3304794430732727
7,0.6031936787469648,0.46714070439338684,0.5364961624145508,0.7829343358675639,0.3252779543399811,0.3300984799861908
8,0.6004212796907699,0.4662306606769562,0.5351579189300537,0.949124526977539,0.34717223048210144,0.39120692014694214
9,0.6031279458486604,0.46533724665641785,0.535172700881958,0.8024527708689372,0.3252779543399811,0.32948926091194153
10,0.5970576446374375,0.4703231751918793,0.5414742827415466,0.8031945745150249,0.3252779543399811,0.32949769496917725
11,0.5991658583755606,0.4675885736942291,0.5388248562812805,0.8057929873466492,0.3252779543399811,0.3294617533683777
12,0.5988863295900884,0.4683579206466675,0.538557767868042,0.8109428524971009,0.3252779543399811,0.3294103741645813
13,0.5979288076774637,0.4693460464477539,0.5396443009376526,0.8103301167488098,0.3252779543399811,0.3294191360473633
14,0.5972419761522078,0.4690511226654053,0.5423425436019897,0.8144479513168335,0.3252779543399811,0.32938703894615173
15,0.5959198176641191,0.4725625813007355,0.544329822063446,0.7270019332567851,0.33091726899147034,0.36416441202163696
16,0.5818114470890892,0.486689954996109,0.5610129237174988,0.8240361531575521,0.3252779543399811,0.3293415606021881
17,0.5686331006561735,0.49942484498023987,0.5765920877456665,0.8521486798922221,0.3252779543399811,0.3292850852012634
18,0.5603572856703486,0.5079486966133118,0.5871715545654297,0.7529492100079854,0.3252779543399811,0.34088942408561707
19,0.5432335855157918,0.5230914950370789,0.6024734377861023,0.8145090818405152,0.3252779543399811,0.32943716645240784
20,0.531724568360328,0.5351148247718811,0.6153284907341003,0.8077943205833436,0.3252779543399811,0.32954853773117065
21,0.5296310667791345,0.536689817905426,0.6178224682807922,0.8701969782511393,0.3252779543399811,0.32928043603897095
22,0.5120721561950888,0.5512633919715881,0.6335266828536987,0.826754379272461,0.3252779543399811,0.32943296432495117
23,0.5061703351770329,0.5563285946846008,0.6410658955574036,0.8472426573435465,0.3252779543399811,0.329429566860199
24,0.49849701377953687,0.5623919367790222,0.6478445529937744,0.8297105073928833,0.3252779543399811,0.3295740485191345
25,0.4963424489967245,0.564950168132782,0.6495837569236755,0.8397721966107686,0.3252779543399811,0.329443097114563
26,0.4903425017568058,0.5703526139259338,0.6573418378829956,0.6650214910507202,0.4178968369960785,0.4614540636539459
27,0.490219345712978,0.5702266097068787,0.6575016975402832,0.8777446508407593,0.3252779543399811,0.32932350039482117
28,0.47295779813363786,0.5857199430465698,0.6711815595626831,0.8533879319826762,0.3252779543399811,0.32931697368621826
29,0.48403358531946983,0.5753729343414307,0.6642403602600098,0.8506619254748027,0.3252779543399811,0.3293639123439789
30,0.48194221898572975,0.5771114826202393,0.6656254529953003,0.8646291454633077,0.3252779543399811,0.32932934165000916
