,dice,hausdorff,iou
0,0.9768335819244385,11.195991490700354,0.3453626334667206
1,0.9845355749130249,5.618823739301292,0.502159833908081
2,0.9838351011276245,6.5609983706833805,0.5325680375099182
3,0.9928629398345947,5.541159335699815,0.597806453704834
4,0.9967905282974243,4.046493841618812,0.6457706093788147
5,0.9812540411949158,11.295578439367556,0.6103605628013611
6,0.986796498298645,9.219107626029178,0.5930052995681763
7,0.9899827837944031,9.717043721052603,0.5812090039253235
8,0.9863793849945068,5.645084669137732,0.569230854511261
9,0.9884147047996521,4.60217831168361,0.6016387343406677
10,0.9927529096603394,4.90494172488465,0.627979040145874
11,0.9950990676879883,3.872604053974011,0.6466003060340881
12,0.995918869972229,4.403187619790163,0.6559306979179382
13,0.9963946342468262,4.365733835528555,0.6632465720176697
14,0.9940587282180786,4.7283130912012865,0.66567462682724
15,0.9901314973831177,7.511392370735706,0.6567666530609131
16,0.9699499607086182,9.084327787275306,0.6442459225654602
17,0.987994909286499,6.8025821596501395,0.650831401348114
18,0.9929518699645996,4.6543756077087455,0.658277690410614
19,0.9885238409042358,6.086171608187485,0.6595472693443298
20,0.9916105270385742,4.189611171390498,0.6604020595550537
21,0.9905291199684143,5.967123612170622,0.6567108035087585
22,0.9998615980148315,8.159316631264111e-05,0.656852662563324
23,0.9924803972244263,4.8860054182514645,0.6660364270210266
24,0.9924266338348389,4.910731218096625,0.6760969161987305
25,0.9930397868156433,4.670022790053713,0.6848416328430176
26,0.9937554001808167,4.653645227663808,0.6936256289482117
27,0.9920743107795715,4.926607588648269,0.699722945690155
28,0.9929869174957275,4.353800756704375,0.7039715647697449
29,0.9913252592086792,5.743977790294816,0.7028629183769226
30,0.9846643805503845,5.321946012513534,0.6941432356834412
31,0.9898775815963745,5.911559785379388,0.6983583569526672
32,0.9937655925750732,5.247072295165144,0.7080157399177551
33,0.990805447101593,4.7119818649503715,0.7149372696876526
34,0.9920234680175781,4.264297271278966,0.7217380404472351
35,0.9926452040672302,5.284048036953724,0.726987898349762
36,0.9930764436721802,5.604805133290119,0.7316109538078308
37,0.9933940768241882,4.778237722541303,0.7352269291877747
38,0.9923509359359741,5.38290055868726,0.7359994053840637
39,0.9947729706764221,4.119861622486896,0.7372295260429382
40,0.986352801322937,6.366769213496733,0.7311146855354309
41,0.9890498518943787,5.191684984093595,0.7356851696968079
42,0.9897318482398987,5.954172949475145,0.7398514747619629
43,0.9951238632202148,4.514922072291769,0.7456215023994446
44,0.993962287902832,4.886306888805361,0.7503307461738586
45,0.9899428486824036,5.948104686884779,0.7529516816139221
46,0.992195725440979,5.358279854377479,0.7554700970649719
47,0.989625871181488,6.394174750085293,0.7567288279533386
