,dice,hausdorff,iou
0,0.9933102130889893,5.281577230942637,0.8180875778198242
1,0.9947671294212341,4.6838653297557595,0.8424057960510254
2,0.9942646026611328,4.050992983488461,0.8536065220832825
3,0.9958788752555847,4.412527358712664,0.8674724102020264
4,0.9959537982940674,4.312866613812613,0.875013530254364
5,0.9961978197097778,4.291825877713468,0.8766246438026428
6,0.9977484345436096,3.4272585724508158,0.8797820210456848
7,0.9978380799293518,4.23581250431723,0.8795862197875977
8,0.9984933137893677,3.540226627982345,0.8785269260406494
9,0.997119665145874,4.134667832131928,0.8818356394767761
10,0.9979316592216492,4.1711033455054425,0.8869466781616211
11,0.9964744448661804,4.305142100114836,0.8857235908508301
12,0.998131275177002,3.6907478243057112,0.8890830874443054
13,0.9981439113616943,4.29881199551941,0.890609085559845
14,0.9981275796890259,3.1207988765318984,0.8917427062988281
15,0.9985980987548828,3.0900445575319164,0.8922432065010071
16,0.9999721646308899,3.0492193168623653e-05,0.8922857642173767
17,0.9947764873504639,6.108263566448294,0.8904037475585938
18,0.9949496984481812,4.258521910009055,0.8906237483024597
19,0.9935355186462402,5.342093082328179,0.8880698084831238
20,0.9950235486030579,4.806771382156456,0.8896465301513672
21,0.9963451623916626,5.329411825391395,0.8910568356513977
22,0.9959055185317993,5.61616908828038,0.8909339904785156
23,0.9957277774810791,4.784536967284403,0.8916016221046448
24,0.9963307976722717,4.422960790653733,0.8912097811698914
25,0.9910458922386169,7.2077403333768375,0.8847200274467468
26,0.9968737959861755,4.0899137584895495,0.8830534815788269
27,0.9965852499008179,4.659225608000753,0.885147750377655
28,0.9952890872955322,4.8844917226300435,0.8855226635932922
29,0.9969342947006226,3.7212105362727668,0.8873856067657471
30,0.9959213733673096,4.860269360441359,0.8879625201225281
31,0.9956747889518738,4.302808206406345,0.887109100818634
32,0.997126042842865,4.60502942844752,0.8870241045951843
33,0.9955639839172363,4.440009876879072,0.8856790661811829
34,0.9989475607872009,3.223355232596485,0.8858821988105774
35,0.9956339597702026,4.701373692651744,0.8855442404747009
36,0.9969991445541382,3.5801073485467017,0.8868117332458496
37,0.99663245677948,4.4858222380438875,0.8878471255302429
38,0.9965181350708008,3.768304331597065,0.8889778256416321
39,0.9969276189804077,4.681362188192634,0.8906733989715576
40,0.9961196184158325,4.62877888258571,0.8915372490882874
41,0.9964204430580139,4.938255297555461,0.8924441337585449
42,0.99582839012146,4.6714799030599385,0.8924857974052429
43,0.996870219707489,4.713096929135655,0.8932273983955383
44,0.9965969324111938,4.053229629901413,0.8938934206962585
45,0.9964547753334045,4.21562377060405,0.8940135836601257
46,0.9962356686592102,4.076875292199897,0.8939760327339172
47,0.9966298937797546,4.1945776746582535,0.8939182162284851
48,0.9964286088943481,4.504415435737731,0.8934636116027832
49,0.9983106255531311,3.1007731605396884,0.8935839533805847
50,0.9980863332748413,3.554360836334469,0.8935498595237732
51,0.9982560873031616,3.735708905255634,0.8934836387634277
52,0.9981502294540405,4.263111384286061,0.8930169939994812
53,0.9962218403816223,4.9712017997674405,0.8937597274780273
54,0.9943281412124634,5.729329629787647,0.8928857445716858
55,0.9950247406959534,3.760211963008366,0.8927280902862549
56,0.9925293922424316,5.75951133484282,0.8909380435943604
57,0.994220495223999,5.151095615748147,0.8897888660430908
58,0.9964907169342041,4.361263685085042,0.8890585899353027
59,0.9964056611061096,4.108972125423313,0.8883574604988098
60,0.9969725608825684,3.318990081896497,0.8873619437217712
61,0.9924370050430298,5.8123143551282155,0.8870620131492615
62,0.992591381072998,4.784566538031133,0.8870068192481995
63,0.994041383266449,4.470134537819594,0.8880559802055359
64,0.9945820569992065,5.887918581173536,0.8888607621192932
65,0.9949580430984497,5.211298593719826,0.8896894454956055
66,0.9951320886611938,5.5868504620081545,0.890191376209259
67,0.995789647102356,5.24741134103292,0.8905894160270691
68,0.9967290759086609,4.66146683940582,0.8910999894142151
69,0.9955770373344421,5.0088908631161155,0.8907493948936462
70,0.9977826476097107,4.905245500615569,0.8905372023582458
71,0.9963520765304565,3.906950559124553,0.8906223177909851
72,0.9964308738708496,4.272055600414901,0.8912405967712402
73,0.9964914321899414,3.637035134651647,0.8922694325447083
74,0.9961649179458618,4.2366581652459905,0.893071711063385
75,0.9955361485481262,4.813691035496426,0.8934509754180908
76,0.9966377019882202,3.5780152746958342,0.8941634297370911
77,0.9968274831771851,3.8880095734320004,0.8946349024772644
78,0.9975497722625732,3.614564782486264,0.8951483368873596
79,0.9977123141288757,3.793792706752713,0.8954854011535645
80,0.9985741376876831,2.900730323112948,0.8955709338188171
81,0.9973081350326538,5.291443278028325,0.895008385181427
82,0.9973426461219788,4.771802056584162,0.8951372504234314
83,0.9952413439750671,6.4489996210817955,0.894736111164093
84,0.9952837228775024,5.419492724744751,0.8940961360931396
85,0.9952995777130127,4.996272950029126,0.8934283256530762
86,0.9977512359619141,4.943676040524755,0.8933219909667969
87,0.9954953193664551,5.508441408013594,0.8925610184669495
88,0.9969255924224854,4.792008175442567,0.8919296264648438
89,0.9953428506851196,4.618004107133545,0.8915038108825684
90,0.9924334287643433,5.617068152905977,0.8901899456977844
91,0.9936473965644836,4.435985754599444,0.8893370032310486
92,0.994208574295044,5.645711206652692,0.8885162472724915
93,0.9945030212402344,5.545655015904406,0.8876991271972656
94,0.996673583984375,4.759580417753265,0.8873125910758972
95,0.9954967498779297,5.817233215684167,0.8863535523414612
96,0.9976093769073486,6.3231954984777,0.8859187960624695
97,0.9960299730300903,3.944877226959261,0.8856513500213623
98,0.9983456134796143,3.1896842519896174,0.8860684037208557
99,0.9978291988372803,3.5682294367800136,0.8861330151557922
100,0.9974771738052368,3.872517071269363,0.8860045075416565
101,0.9987475872039795,3.2630056469923825,0.8860331177711487
102,0.9967795610427856,6.643017601345073,0.8854596614837646
103,0.9941496849060059,5.858447692017172,0.8854487538337708
104,0.993584156036377,4.7680075637364485,0.885471522808075
105,0.9955007433891296,5.174275769747894,0.8860166668891907
106,0.9955557584762573,4.635342086808361,0.8863169550895691
107,0.9952304363250732,4.982257313859325,0.8864498734474182
108,0.994541347026825,4.7703229446577895,0.8863043785095215
